"Filename";"Name";"Date";"Style";"Genre";"Tags";"Artist"
"head-of-a-woman-1909";"Head of a Woman (Fernande)";1909;"Cubism";"portrait";"()";"Pablo Picasso"
"still-life-with-the-mandolin-1924";"Still life with the mandolin";1924;"Cubism";"still life";"('musical-instruments')";"Pablo Picasso"
"mule-1";"Mule";1898;"Realism";"animal painting";"('animals', 'mules', 'Working animal')";"Pablo Picasso"
"design-of-costume-for-pulcinella-1920";"Design of costume for ""Pulcinella""";1920;"Post-Impressionism";"design";"('fictional-characters', 'designs-and-sketches', 'Igor Stravinsky ""Pulcinella""')";"Pablo Picasso"
"dutch-landscape-with-windmills-1905";"Dutch landscape with windmills";1905;"Post-Impressionism";"landscape";"('mills-and-windmills', 'fields-and-plains')";"Pablo Picasso"
"a-rooster-1938";"A rooster";1938;"Naïve Art (Primitivism)";"animal painting";"('birds', 'hens', 'chicken', 'Sketch', 'rooster')";"Pablo Picasso"
"madrilenian-head-of-young-woman-1901";"Madrilenian (Head of young woman)";1901;"Impressionism";"portrait";"('female-portraits', 'Lady', 'Cheek')";"Pablo Picasso"
"the-sculpture-1925";"The sculpture";1925;"Cubism";;"('allegories-and-symbols', 'arts-and-crafts')";"Pablo Picasso"
"lovers-1923-1";"Lovers";1923;"Neoclassicism";;"('couples', 'Nose', 'Cheek')";"Pablo Picasso"
"portrait-of-bibi-la-puree-1901";"Portrait of Bibi la Purée";1901;"Impressionism";"portrait";"('male-portraits')";"Pablo Picasso"
"great-bather-reading-1937";"Great bather reading";1937;"Surrealism";;"('female-nude', 'reading-and-writing', 'Stone carving')";"Pablo Picasso"
"woman-on-the-beach-1932";"Woman on the beach";1932;"Surrealism";;"('leisure-and-sleep')";"Pablo Picasso"
"nudes-in-reverie-1920";"Nudes in Reverie";1920;"Naïve Art (Primitivism)";"nude painting (nu)";"('female-nude', 'leisure-and-sleep', 'Head', 'Text', 'Sketch', 'Coloring book', 'Organism')";"Pablo Picasso"
"still-life-with-compote-and-glass-1913";"Still Life with Compote and Glass";1914;"Synthetic Cubism";"still life";"()";"Pablo Picasso"
"lying-female-nude-1932-2";"Lying female nude";1932;"Naïve Art (Primitivism)";"nude painting (nu)";"('female-nude', 'Sketch', 'Line')";"Pablo Picasso"
"pablo-picasso-and-sebastia-junyer-vidal-arrives-to-paris-1901";"Pablo Picasso and Sebastìa Junyer-Vidal arrives to Paris";1901;"Expressionism";;"('Paris', 'Seine', 'Pablo-Picasso', 'walking', 'Sketch')";"Pablo Picasso"
"harlequin-s-head-1905";"Harlequin's Head";1905;"Post-Impressionism";"portrait";"('male-portraits', 'Face', 'Chin', 'Lady', 'Cheek')";"Pablo Picasso"
"the-tragedy-1903";"The Tragedy";1903;"Symbolism";;"('families', 'troubles-and-disasters')";"Pablo Picasso"
"female-nude-with-man-s-head-1967";"Female nude with man's head";1967;"Expressionism";"nude painting (nu)";"('female-nude', 'Sketch', 'Nose', 'Figure drawing')";"Pablo Picasso"
"carnival-at-the-bistro-1909";"Carnival at the bistro";1909;"Cubism";"sketch and study";"('mealtimes')";"Pablo Picasso"
"lying-naked-woman-1955";"Lying naked woman";1955;"Expressionism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"girl-on-the-ball-1905";"Girl on the ball";1905;"Expressionism";;"('actors-and-performances', 'Human')";"Pablo Picasso"
"the-beach-in-garoupe-1955-1";"The beach in Garoupe";1955;"Surrealism";;"('walking')";"Pablo Picasso"
"untitled-1967";"Untitled";1967;"Expressionism";"nude painting (nu)";"('female-nude', 'Head', 'Text', 'Joint', 'Stomach', 'Arm', 'Organism')";"Pablo Picasso"
"woman-with-flower-1932";"Woman with flower";1932;"Surrealism";"portrait";"('female-portraits')";"Pablo Picasso"
"standing-female-nude-and-man-with-pipe-1968";"Standing female nude and man with pipe";1968;"Surrealism";;"('female-nude')";"Pablo Picasso"
"bather-1929";"Bather";1929;"Surrealism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"bust-of-woman-1965";"Bust of woman";1965;"Expressionism";"portrait";"('female-portraits', 'Nose')";"Pablo Picasso"
"the-suicide-casagemas-1901";"The suicide (Casagemas)";1901;"Post-Impressionism";"portrait";"('male-portraits', 'Cheek')";"Pablo Picasso"
"crucifixion-study-1930";"Crucifixion (study)";1930;"Surrealism";"sketch and study";"('allegories-and-symbols', 'Crucifixion', 'Organism')";"Pablo Picasso"
"the-sleepers-1965";"The sleepers";1965;"Surrealism";;"('couples', 'leisure-and-sleep')";"Pablo Picasso"
"the-bird-cage";"The bird cage";1944;"Cubism";"still life";"('allegories-and-symbols', 'birds')";"Pablo Picasso"
"mother-and-child-1922-2";"Mother and child";1922;"Neoclassicism";;"('mother-and-child', 'Figure drawing', 'Sketch', 'Human')";"Pablo Picasso"
"head-of-woman";"Head of woman";1907;"Expressionism";"portrait";"('female-portraits', 'Face', 'Head', 'Sketch', 'Nose', 'Eye')";"Pablo Picasso"
"artist-s-studio-1916";"Artist's studio";1916;"Cubism";"sketch and study";"('arts-and-crafts', 'musical-instruments', 'Sketch', 'Line')";"Pablo Picasso"
"candle-palette-head-of-red-bull-1938";"Candle, palette, head of red bull";1938;"Surrealism";"still life";"('animals', 'arts-and-crafts', 'lamps-and-candles', 'bulls')";"Pablo Picasso"
"woman-on-the-street-1901";"Woman on the street";1901;"Art Nouveau (Modern)";;"('streets-and-squares', 'walking')";"Pablo Picasso"
"dawn-at-riera-de-sant-joan-1903";"Dawn at Riera de Sant Joan";1903;"Post-Impressionism";"cityscape";"('houses-and-buildings', 'Barcelona')";"Pablo Picasso"
"painter-and-his-model-1963-1";"Painter and his model";1963;"Cubism";;"('arts-and-crafts', 'female-nude', 'artists-and-models')";"Pablo Picasso"
"matador-and-female-nude-1970";"Matador and female nude";1970;"Surrealism";"portrait";"('female-nude', 'couples')";"Pablo Picasso"
"reclining-woman-1929";"Reclining Woman";1929;"Surrealism";"nude painting (nu)";"('lamps-and-candles', 'leisure-and-sleep')";"Pablo Picasso"
"untitled-1929";"Untitled";1929;"Surrealism";"portrait";"('female-portraits', 'Orange')";"Pablo Picasso"
"a-child-with-pigeons-1943";"A child with pigeons";1943;"Cubism";;"('birds', 'children', 'pigeons')";"Pablo Picasso"
"mother-and-child-1921";"Mother and child";1921;"Neoclassicism";;"('mother-and-child')";"Pablo Picasso"
"bull-plate-xi-1946";"Bull (plate XI)";1946;"Cubism";"animal painting";"('animals', 'bulls', 'Sketch', 'Line')";"Pablo Picasso"
"the-good-derain-1910";"The good Derain";1910;"Post-Impressionism";;"('domestic-settings', 'Lady')";"Pablo Picasso"
"girl-in-chair-1952";"Girl in chair";1952;"Cubism";"portrait";"('female-portraits')";"Pablo Picasso"
"don-quixote-1955";"Don Quixote";1955;"Expressionism";"literary painting";"('Don-Quixote', 'Sancho-Panza', 'silhouette')";"Pablo Picasso"
"woman-by-the-dresser-1936";"Woman by the dresser";1936;"Surrealism";;"('furniture-and-decoration', 'women-and-mirrors')";"Pablo Picasso"
"painter-and-his-model-1963-2";"Painter and his model";1963;"Surrealism";;"('arts-and-crafts', 'female-nude', 'artists-and-models')";"Pablo Picasso"
"palace-of-arts-barcelona-1903";"Palace of Arts, Barcelona";1903;"Impressionism";"cityscape";"('palaces-and-mausoleums', 'Barcelona')";"Pablo Picasso"
"woman-with-green-stockings-1902";"Woman with green stockings";1902;"Post-Impressionism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"portrait-of-a-tailor-soler-1903";"Portrait of a tailor Soler";1903;"Post-Impressionism";"portrait";"('male-portraits')";"Pablo Picasso"
"the-remains-of-minotaur-in-a-harlequin-costume-1936";"The Remains of Minotaur in a harlequin costume";1936;"Neoclassicism";"symbolic painting";"('allegories-and-symbols', 'Minotaur')";"Pablo Picasso"
"guitar-1926";"Guitar";1926;"Synthetic Cubism";"still life";"('musical-instruments')";"Pablo Picasso"
"woman-with-a-mandolin-1909";"Woman with a Mandolin";1909;"Analytical Cubism";;"()";"Pablo Picasso"
"contemplating-people-1939";"Contemplating people";1939;"Surrealism";;"('female-nude', 'conversations')";"Pablo Picasso"
"two-naked-women-on-the-beach-1937";"Two naked women on the beach";1937;"Surrealism";;"()";"Pablo Picasso"
"clarinet-bottle-of-bass-newspaper-ace-of-clubs-1913";"Clarinet, bottle of bass, newspaper, ace of clubs";1913;"Synthetic Cubism";"still life";"('dishware-and-cutlery', 'musical-instruments', 'newspapers', 'Text', 'Line')";"Pablo Picasso"
"a-blue-room-a-tub-1901";"A blue room (A tub)";1901;"Post-Impressionism";;"('female-nude', 'hygiene-and-cosmetics', 'bedrooms')";"Pablo Picasso"
"le-marin-1943";"Le Marin";1943;"Synthetic Cubism";;"()";"Pablo Picasso"
"the-corrida-1901";"The corrida";1901;"Post-Impressionism";;"('animals', 'horses', 'horsemen', 'hunting-and-racing', 'bulls', 'Tradition', 'Textile')";"Pablo Picasso"
"bull-s-head-on-the-table-1942";"Bull's head on the table";1942;"Surrealism";"still life";"(""hunter's-and-fisher's-trophies"")";"Pablo Picasso"
"still-life-with-bull-s-skull-1939";"Still life with bull's skull";1939;"Cubism";"still life";"('dishware-and-cutlery', 'skeletons-and-skulls')";"Pablo Picasso"
"head-in-blue-background-1929";"Head in blue background";1929;"Surrealism";;"()";"Pablo Picasso"
"farm-woman-1908-1";"Farm woman";1908;"Cubism";"portrait";"('female-portraits', 'Armour')";"Pablo Picasso"
"las-meninas-velazquez-1957-5";"Las Meninas (Velazquez)";1957;"Cubism";;"('famous-people', 'family-portraits', 'group-portraits', 'Las Meninas', 'Graphic design')";"Pablo Picasso"
"smoke-over-vallauris-1951";"Smoke over Vallauris";1951;"Expressionism";"cityscape";"('houses-and-buildings', 'factories-and-plants')";"Pablo Picasso"
"guitar-glass-and-fruit-dish-with-fruit-1924";"Guitar, Glass and Fruit Dish with Fruit";1924;"Surrealism";"still life";"('fruits-and-vegetables', 'dishware-and-cutlery', 'musical-instruments')";"Pablo Picasso"
"seated-woman-with-spelling-book-1941";"Seated woman with spelling book";1941;"Cubism";;"('reading-and-writing', 'words')";"Pablo Picasso"
"motherhood-1901-1";"Motherhood";1901;"Post-Impressionism";;"('mother-and-child')";"Pablo Picasso"
"woman-sitting-in-an-armchair-1939";"Woman sitting in an armchair";1939;"Surrealism";"portrait";"('female-portraits')";"Pablo Picasso"
"skull-urchins-and-lamp-on-a-table-1943";"Skull, urchins and lamp on a table";1943;"Cubism";"vanitas";"('lamps-and-candles', 'skeletons-and-skulls')";"Pablo Picasso"
"head-of-a-man-with-straw-hat-1971";"Head of a man with straw hat";1971;"Surrealism";"portrait";"('male-portraits')";"Pablo Picasso"
"a-parody-of-manet-s-olympia-with-junyer-and-picasso";"A parody of Manet's Olympia with Junyer and Picasso";1902;"Naïve Art (Primitivism)";;"('famous-people', 'female-nude', 'male-nude', 'Pablo-Picasso', 'Sketch')";"Pablo Picasso"
"dream-and-lie-of-franco-1937";"Dream and Lie of Franco";1937;"Surrealism";"symbolic painting";"('allegories-and-symbols', 'Francisco Franco', 'Spanish Civil War', 'Organism')";"Pablo Picasso"
"hairdressing-1906";"Hairdressing";1906;"Expressionism";;"('women-and-mirrors')";"Pablo Picasso"
"head-in-red-background-1930";"Head in red background";1930;"Surrealism";;"('Font')";"Pablo Picasso"
"the-mass-grave";"The mass grave";1945;"Surrealism";;"('allegories-and-symbols', 'birth-and-death', 'monochrome')";"Pablo Picasso"
"two-women-sitting-at-a-bar-1902";"Two women sitting at a bar";1902;"Symbolism";;"('taverns-and-inns', 'Interaction')";"Pablo Picasso"
"seated-female-nude-1959";"Seated female nude";1959;"Surrealism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"crouching-woman-1902";"Crouching woman";1902;"Expressionism";;"('characters-and-emotions', 'troubles-and-disasters')";"Pablo Picasso"
"self-portrait-1906-3";"Self-Portrait";1906;"Expressionism";"self-portrait";"('male-portraits', 'famous-people', 'Pablo-Picasso', 'Face', 'Chin', 'Cheek', 'Lady', 'Forehead')";"Pablo Picasso"
"buste-of-young-woman-marie-therese-walter-1926";"Buste of young woman (Marie-Therese Walter)";1926;"Cubism";"portrait";"('female-portraits', 'Marie-Thérèse Walter', 'Nose')";"Pablo Picasso"
"maria-agustina-sarmiento-velazquez-1957";"Maria Agustina Sarmiento (Velazquez)";1957;"Surrealism";"portrait";"('female-portraits', 'Cheek')";"Pablo Picasso"
"portrait-of-seniora-soler-girl-in-a-chemise-1903";"Portrait of seniora Soler (Girl in a chemise)";1903;"Expressionism";"portrait";"('female-portraits', 'Lady')";"Pablo Picasso"
"blind-minotaur-is-guided-by-girl-through-the-night-1934";"Blind Minotaur is guided by girl through the night";1934;"Neoclassicism";"mythological painting";"('Greek-and-Roman-Mythology', 'Minotaur')";"Pablo Picasso"
"three-nudes-1906";"Three nudes";1906;"Expressionism";"nude painting (nu)";"('female-nude', 'Human')";"Pablo Picasso"
"composition-peasants-1906";"Composition  ""Peasants""";1906;"Cubism";;"('animals', 'countryside', 'couples', 'cows')";"Pablo Picasso"
"lying-naked-woman-the-voyeurs-1955";"Lying naked woman (The Voyeurs)";1955;"Expressionism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"harlequin-1918";"Harlequin";1918;"Cubism";"portrait";"('male-portraits', 'Harlequin', 'actors-and-performances')";"Pablo Picasso"
"drunk-woman-is-tired-1902";"Drunk woman is tired";1902;"Expressionism";;"('troubles-and-disasters')";"Pablo Picasso"
"seated-woman-1971";"Seated woman";1971;"Surrealism";"nude painting (nu)";"('female-nude', 'reading-and-writing')";"Pablo Picasso"
"a-glass-1911";"A glass";1911;"Analytical Cubism";"still life";"('dishware-and-cutlery')";"Pablo Picasso"
"untitled-1971-2";"Untitled";1971;"Expressionism";"nude painting (nu)";"('animals', 'female-nude', 'male-nude', 'goats')";"Pablo Picasso"
"untitled-1939-7";"Untitled";1939;"Surrealism";"portrait";"('female-portraits')";"Pablo Picasso"
"courtesan-with-necklace-of-gems-1901";"Courtesan with necklace of gems";1901;"Art Nouveau (Modern)";"portrait";"('female-portraits')";"Pablo Picasso"
"a-boat-on-the-canal-1905";"A boat on the canal";1905;"Post-Impressionism";"landscape";"('boats-and-ships', 'walking', 'Sketch')";"Pablo Picasso"
"bread-and-dish-with-fruits-on-the-table";"Bread and dish with fruits on the table";1909;"Analytical Cubism";"still life";"('fruits-and-vegetables', 'dishware-and-cutlery', 'food-and-beverages', 'Still life photography')";"Pablo Picasso"
"bullfighting-scene-the-torero-is-raised-1955";"Bullfighting Scene (The torero is raised)";1955;"Surrealism";;"('animals', 'hunting-and-racing', 'bulls')";"Pablo Picasso"
"first-communion-1896";"First Communion";1896;"Realism";;"('rituals-and-traditions')";"Pablo Picasso"
"harlequin-with-guitar-1918";"Harlequin with guitar";1918;"Expressionism";;"('Harlequin', 'actors-and-performances', 'Musical instrument', 'Musician')";"Pablo Picasso"
"bacchanale-au-taureau-noir-1959";"Bacchanale au Taureau Noir";1959;"Surrealism";"landscape";"('Picture frame', 'Turquoise')";"Pablo Picasso"
"manola";"Manola";1905;"Post-Impressionism";"portrait";"('female-portraits', 'Hair', 'Lady', 'Long hair', 'Lip', 'fashion')";"Pablo Picasso"
"acrobat-and-young-harlequin-1905";"Acrobat and young harlequin";1905;"Post-Impressionism";;"('male-portraits', 'group-portraits', 'actors-and-performances')";"Pablo Picasso"
"picasso-and-s-junier-vidal-sitting-near-celestina-1904";"Picasso and S. Junier-Vidal sitting near Celestina";1904;"Expressionism";"sketch and study";"('famous-people', 'taverns-and-inns', 'Pablo-Picasso')";"Pablo Picasso"
"fruit-vase-and-bunch-of-grapes-1914";"Fruit vase and bunch of grapes";1914;"Synthetic Cubism";"still life";"('fruits-and-vegetables', 'dishware-and-cutlery', 'Orange', 'Textile')";"Pablo Picasso"
"bull-plate-viii-1946";"Bull (plate VIII)";1946;"Cubism";"animal painting";"('animals', 'bulls')";"Pablo Picasso"
"sada-yacco-1901";"Sada Yacco";1901;"Japonism";"portrait";"('female-portraits')";"Pablo Picasso"
"untitled-1937-2";"Untitled";1937;"Naïve Art (Primitivism)";"still life";"('food-and-beverages')";"Pablo Picasso"
"two-naked-figures";"Two naked figures";1909;"Cubism";"sketch and study";"('female-nude', 'Sketch', 'Figure drawing')";"Pablo Picasso"
"untitled-1936-9";"Untitled";1936;"Surrealism";;"('women-and-mirrors')";"Pablo Picasso"
"minotaur-and-woman-behind-a-curtain";"Minotaur and woman behind a curtain";1933;"Expressionism";"mythological painting";"('female-nude', 'Greek-and-Roman-Mythology', 'couples', 'Minotaur', 'Text', 'Organism')";"Pablo Picasso"
"bust-of-a-woman-and-self-portrait";"Bust of a woman and self-portrait";1929;"Surrealism";"portrait";"('male-portraits', 'famous-people', 'female-portraits', 'Pablo-Picasso')";"Pablo Picasso"
"exotic-flowers-1907";"Exotic Flowers";1907;"Expressionism";"still life";"('flowers-and-plants', 'Botany', 'Flowerpot', 'Plant', 'Flower')";"Pablo Picasso"
"the-reservoir-horta-de-ebro-1909";"The Reservoir, Horta de Ebro";1909;"Cubism";;"()";"Pablo Picasso"
"dancer-1954";"Dancer";1954;"Naïve Art (Primitivism)";;"('Fictional character', 'Fashion illustration')";"Pablo Picasso"
"woman-with-her-hair-in-a-small-bun-1904";"Woman with her ​​hair in a small bun";1904;"Expressionism";"portrait";"('female-portraits', 'Face', 'Head', 'Chin', 'Cheek', 'Lady')";"Pablo Picasso"
"studio-1920";"Studio";1920;"Neoclassicism";"interior";"('allegories-and-symbols', 'pictures-and-drafts', 'studios-and-workshops')";"Pablo Picasso"
"poet-1911";"Poet";1911;"Analytical Cubism";;"('allegories-and-symbols', 'male-portraits')";"Pablo Picasso"
"woman-with-a-shirt-sitting-in-a-chair-1913";"Woman with a shirt sitting in a chair";1913;"Cubism";"nude painting (nu)";"('female-portraits')";"Pablo Picasso"
"a-blue-acrobat-1929";"A blue acrobat";1929;"Surrealism";;"('actors-and-performances', 'Tail')";"Pablo Picasso"
"two-bathers-1920";"Two bathers";1920;"Neoclassicism";"nude painting (nu)";"('female-nude', 'Mythology', 'Human')";"Pablo Picasso"
"woman-with-brooch-1944";"Woman with brooch";1944;"Expressionism";"portrait";"('female-portraits')";"Pablo Picasso"
"standing-woman-1946";"Standing woman";1946;"Cubism";"portrait";"('female-portraits')";"Pablo Picasso"
"the-mandolinist-1911";"The Mandolinist";1911;"Analytical Cubism";;"('musical-instruments')";"Pablo Picasso"
"woman-with-raven-1904-1";"Woman with raven";1904;"Symbolism";"portrait";"('birds', 'female-portraits', 'ravens')";"Pablo Picasso"
"self-portrait-1906-1";"Self-Portrait";1906;"Expressionism";"self-portrait";"('male-portraits', 'famous-people', 'Pablo-Picasso', 'Face', 'Head', 'Forehead', 'Cheek', 'Chin', 'Nose', 'Eyebrow')";"Pablo Picasso"
